A¤o;Mes;ID_Empresa;Tamano;Categoria;Sexo;Grupo;Division;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;12;1810;3;N;2;8;2;;;;;;;;
2019;12;1810;3;N;2;9;2;353079314;149150;425827369;151721;346431923;149241;417577905;152257
2019;12;1811;3;N;1;1;6;16017769;1158;17348587;1158;15620590;1151;16914627;1151
2019;12;1811;3;N;1;2;6;1945955;219;2221320;219;3914633;360;4269261;360
2019;12;1811;3;N;1;3;6;;;;;;;;
2019;12;1811;3;N;1;4;6;392266273;58410;441524313;59012;346100949;56143;395400016;56895
2019;12;1811;3;N;1;5;6;;;;;;;;
2019;12;1811;3;N;1;6;6;;;;;;;;
2019;12;1811;3;N;1;7;6;;;;;;;;
2019;12;1811;3;N;1;8;6;;;;;;;;
2019;12;1811;3;N;1;9;6;;;;;;;;
2019;12;1811;3;N;2;1;6;30163730;1718;31752724;1718;30123331;1737;31620415;1737
2019;12;1811;3;N;2;2;6;8930694;1344;9946765;1344;8681503;1351;9691978;1351
2019;12;1811;3;N;2;3;6;;;;;;;;
2019;12;1811;3;N;2;4;6;402752690;44831;441045585;44969;302833746;42734;337851518;42843
2019;12;1811;3;N;2;5;6;;;;;;;;
2019;12;1811;3;N;2;6;6;;;;;;;;
2019;12;1811;3;N;2;7;6;;;;;;;;
2019;12;1811;3;N;2;8;6;;;;;;;;
2019;12;1811;3;N;2;9;6;;;;;;;;
2019;12;1812;3;N;1;1;2;4177646;194;4788737;194;4177646;194;4791135;194
2019;12;1812;3;N;1;2;2;684578;194;832874;194;684578;194;847645;194
2019;12;1812;3;N;1;3;2;6306443;1735;8004855;1956;6215872;1742;7831369;1902
2019;12;1812;3;N;1;4;2;21039180;7979;29895781;8562;19773255;7456;28094363;7696
2019;12;1812;3;N;1;5;2;;;;;;;;
2019;12;1812;3;N;1;6;2;;;;;;;;
2019;12;1812;3;N;1;7;2;;;;;;;;
2019;12;1812;3;N;1;8;2;2356935;761;2910824;808;2237544;722;2668103;731
2019;12;1812;3;N;1;9;2;124238843;50567;176446139;58529;116038713;49039;155501847;51282
2019;12;1812;3;N;2;1;2;;;;;;;;
2019;12;1812;3;N;2;2;2;5107103;968;6320391;1014;5105618;968;6281790;980
2019;12;1812;3;N;2;3;2;22161491;5631;30042791;6583;20996444;5263;26700907;5677
2019;12;1812;3;N;2;4;2;10707150;2903;16080549;3237;10656247;2903;15494071;3173
2019;12;1812;3;N;2;5;2;;;;;;;;
2019;12;1812;3;N;2;6;2;;;;;;;;
2019;12;1812;3;N;2;7;2;;;;;;;;
2019;12;1812;3;N;2;8;2;24755566;8063;33962982;8873;24540123;8011;32158229;8417
2019;12;1812;3;N;2;9;2;168169397;66952;237224127;77233;170399167;69236;224516132;72561
2019;12;1813;3;N;1;1;2;0;0;0;0;0;0;0;0
2019;12;1813;3;N;1;2;2;25606945;3534;28292481;3545;27194575;3753;30046615;3764
2019;12;1813;3;N;1;3;2;27106453;7849;31770151;7995;28787053;8336;33739901;8484
2019;12;1813;3;N;1;4;2;181106003;77106;219863104;80686;192334576;81887;233494618;85521
2019;12;1813;3;N;1;5;2;107979575;45271;139462985;47150;114674309;48078;148109691;49985
2019;12;1813;3;N;1;6;2;0;0;0;0;0;0;0;0
2019;12;1813;3;N;1;7;2;510384;194;646585;219;510384;194;646585;214
2019;12;1813;3;N;1;8;2;0;0;0;0;0;0;0;0
2019;12;1813;3;N;1;9;2;184416629;84829;224508524;86572;195850460;90088;238428053;91857
2019;12;1813;3;N;2;1;2;4091371;194;4354881;194;4091371;194;4354881;194
2019;12;1813;3;N;2;2;2;54839352;4017;59195168;4026;58239391;4266;62865267;4275
2019;12;1813;3;N;2;3;2;23390487;5644;27285798;5718;24840697;5994;28977518;6069
2019;12;1813;3;N;2;4;2;60263809;23173;71735820;23899;64000165;24610;76183440;25347
2019;12;1813;3;N;2;5;2;174805822;82405;250617296;87169;185643783;87514;266155569;92349
2019;12;1813;3;N;2;6;2;2542001;1461;3110614;1461;2699605;1552;3303472;1552
2019;12;1813;3;N;2;7;2;614085;148;750286;155;614085;148;750286;155
2019;12;1813;3;N;2;8;2;13224903;5793;17010519;6094;14044846;6152;18065170;6458
2019;12;1813;3;N;2;9;2;88120784;44392;104598342;45292;93584272;47144;111083439;48058
2019;12;1814;3;F;1;1;2;9259023;581;9881229;581;9260404;581;9882703;581
2019;12;1814;3;F;1;2;2;3229594;387;3446630;387;3229834;387;3446879;387
2019;12;1814;3;F;1;3;2;8132030;1161;8678502;1161;8132979;1161;8679515;1161
2019;12;1814;3;F;1;4;2;8306596;1161;8864799;1161;8308450;1161;8866778;1161
2019;12;1814;3;F;1;5;2;;;;;;;;
2019;12;1814;3;F;1;6;2;;;;;;;;
2019;12;1814;3;F;1;7;2;;;;;;;;
2019;12;1814;3;F;1;8;2;1078287;194;1213826;202;1077363;194;1149762;194
2019;12;1814;3;F;1;9;2;592854;247;661133;260;569146;194;607393;194
2019;12;1814;3;F;2;1;2;42178450;1935;45012842;1935;42179586;1935;45014054;1935
2019;12;1814;3;F;2;2;2;31841496;3096;33981247;3096;31844190;3096;33984120;3096
2019;12;1814;3;F;2;3;2;22007333;2903;23486225;2903;22010191;2903;23489276;2903
2019;12;1814;3;F;2;4;2;15638813;1742;16689741;1742;15640302;1742;16691330;1742
2019;12;1814;3;F;2;5;2;;;;;;;;
2019;12;1814;3;F;2;6;2;;;;;;;;
2019;12;1814;3;F;2;7;2;68356512;18576;72950070;18576;88293828;23994;94227173;23994
2019;12;1814;3;F;2;8;2;72044406;18963;76885790;18963;80866170;21285;86300377;21285
2019;12;1814;3;F;2;9;2;10272066;4064;11054935;4094;14674380;5805;15660498;5805
2019;12;1816;3;C;1;1;1;;;;;;;;
2019;12;1816;3;C;1;2;1;28193882;3870;32786859;3870;29654333;3863;34470172;3863
2019;12;1816;3;C;1;3;1;11856435;2412;16325945;2552;12141753;2515;17094788;2759
2019;12;1816;3;C;1;4;1;14146341;3308;16137078;3308;13739971;3199;15875005;3199
2019;12;1816;3;C;1;5;1;;;;;;;;
2019;12;1816;3;C;1;6;1;;;;;;;;
2019;12;1816;3;C;1;7;1;309377283;80444;375520460;83048;319941573;80566;394362898;84283
2019;12;1816;3;C;1;8;1;;;;;;;;
2019;12;1816;3;C;1;9;1;383084;193;470846;194;383084;193;470846;194
2019;12;1816;3;C;2;1;1;37733570;1161;38826495;1161;37759663;1161;38890156;1161
2019;12;1816;3;C;2;2;1;142351644;18692;158070536;18704;142919545;18376;159277612;18376
2019;12;1816;3;C;2;3;1;216844499;38822;260858501;40809;209800529;38009;258359129;40807
2019;12;1816;3;C;2;4;1;29965007;6050;35244446;6313;30770643;6146;37183209;6552
2019;12;1816;3;C;2;5;1;;;;;;;;
2019;12;1816;3;C;2;6;1;;;;;;;;
2019;12;1816;3;C;2;7;1;1126077773;290301;1336523536;301641;1153328017;286983;1396921356;303421
2019;12;1816;3;C;2;8;1;4750309;1161;5663592;1203;4750309;1161;5663592;1203
2019;12;1816;3;C;2;9;1;1136482;574;1432880;591;753727;193;883109;196
2019;12;1819;3;H;1;1;4;13144992;774;14203765;774;13145062;774;14559351;774
2019;12;1819;3;H;1;2;4;63691348;8109;75807296;8391;61310158;7845;74979763;7922
2019;12;1819;3;H;1;3;4;48363034;8507;60115294;8749;47018802;8391;62261349;8595
2019;12;1819;3;H;1;4;4;39658666;11114;56312129;11803;36230215;10680;54886247;10979
2019;12;1819;3;H;1;5;4;0;0;0;0;0;0;0;0
2019;12;1819;3;H;1;6;4;0;0;0;0;0;0;0;0
2019;12;1819;3;H;1;7;4;3896929;1355;7306895;1512;4259696;1526;6871309;1560
2019;12;1819;3;H;1;8;4;3729377;1159;5893434;1232;3403968;1151;5577500;1157
2019;12;1819;3;H;1;9;4;20150869;8014;31913542;8545;18619014;7971;31387445;8059
2019;12;1819;3;H;2;1;4;155665757;6192;163459579;6192;155670063;6193;165793292;6193
2019;12;1819;3;H;2;2;4;232668125;36329;296028475;38587;219896374;34339;281055488;34826
2019;12;1819;3;H;2;3;4;221869200;42014;320806475;46094;224740798;42905;320801452;45050
2019;12;1819;3;H;2;4;4;119755988;33255;182038126;36024;115365321;32006;175887260;32825
2019;12;1819;3;H;2;5;4;0;0;0;0;0;0;0;0
2019;12;1819;3;H;2;6;4;0;0;0;0;0;0;0;0
2019;12;1819;3;H;2;7;4;80531099;23423;132384053;26155;77540232;22486;118258168;23021
2019;12;1819;3;H;2;8;4;117340025;32874;181718741;35192;112862211;31462;173923315;31828
2019;12;1819;3;H;2;9;4;234930493;88854;389683192;96796;214818709;86163;358946475;87270
2019;12;1820;3;G;1;1;3;12287292;387;12788443;387;12287292;387;12788443;387
2019;12;1820;3;G;1;2;3;15751922;1355;17099507;1355;15751922;1355;17099507;1355
2019;12;1820;3;G;1;3;3;;;;;;;;
2019;12;1820;3;G;1;4;3;208136968;47620;233992438;47644;208136968;47620;233992438;47644
2019;12;1820;3;G;1;5;3;;;;;;;;
2019;12;1820;3;G;1;6;3;461859829;143113;513411981;144538;461859829;143113;513411981;144538
2019;12;1820;3;G;1;7;3;;;;;;;;
2019;12;1820;3;G;1;8;3;;;;;;;;
2019;12;1820;3;G;1;9;3;18813133;7211;20937135;7285;18813133;7211;20937135;7285
2019;12;1820;3;G;2;1;3;34476702;968;36696438;968;34476702;968;36696438;968
2019;12;1820;3;G;2;2;3;8644601;677;9386970;677;8644601;677;9386970;677
2019;12;1820;3;G;2;3;3;;;;;;;;
2019;12;1820;3;G;2;4;3;48745735;9675;54892149;9675;48745735;9675;54892149;9675
2019;12;1820;3;G;2;5;3;;;;;;;;
2019;12;1820;3;G;2;6;3;23988896;8030;26676176;8173;23988896;8030;26676176;8173
2019;12;1820;3;G;2;7;3;;;;;;;;
2019;12;1820;3;G;2;8;3;;;;;;;;
2019;12;1820;3;G;2;9;3;84691943;32379;94008169;32739;84691943;32379;94008169;32739
2019;12;1821;3;H;1;1;4;;;;;;;;
2019;12;1821;3;H;1;2;4;33371809;4786;40950997;4801;34038643;4921;43444615;4937
2019;12;1821;3;H;1;3;4;;;;;2308864;187;2636882;187
2019;12;1821;3;H;1;4;4;72117347;23736;104267051;25099;72219452;23801;112720525;25403
2019;12;1821;3;H;1;5;4;;;;;;;;
2019;12;1821;3;H;1;6;4;;;;;;;;
2019;12;1821;3;H;1;7;4;24760544;8198;35571358;8802;23466929;7656;35636545;8119
2019;12;1821;3;H;1;8;4;1488213;503;2124858;531;1723865;581;2618567;624
2019;12;1821;3;H;1;9;4;;;;;;;;
2019;12;1821;3;H;2;1;4;;;;;;;;
2019;12;1821;3;H;2;2;4;158313432;18421;189751881;18486;161483662;18383;199285021;18431
2019;12;1821;3;H;2;3;4;90768482;22665;136389126;26348;92612672;23104;146612028;26789
2019;12;1821;3;H;2;4;4;90104627;25961;129227761;27505;92799374;26264;140825031;27896
2019;12;1821;3;H;2;5;4;;;;;;;;
2019;12;1821;3;H;2;6;4;;;;;;;;
2019;12;1821;3;H;2;7;4;237299498;67183;335482368;70068;245425129;69866;363700614;72082
2019;12;1821;3;H;2;8;4;202576007;57992;313687819;68450;212155193;60843;341291350;70374
2019;12;1821;3;H;2;9;4;;;;;;;;
2019;12;1822;3;F;1;1;3;7131023;194;7301946;194;7131023;194;7302367;194
2019;12;1822;3;F;1;2;3;75297739;7218;80503222;7249;75956698;7372;82185720;7447
2019;12;1822;3;F;1;3;3;14479923;2206;15514928;2206;10605641;1587;11625280;1607
2019;12;1822;3;F;1;4;3;55754650;10133;60675812;10209;57653300;11113;62931712;11191
2019;12;1822;3;F;1;5;3;;;;;;;;
2019;12;1822;3;F;1;6;3;;;;;;;;
2019;12;1822;3;F;1;7;3;1160799;194;1225563;194;949609;194;1039259;194
2019;12;1822;3;F;1;8;3;1995954;387;2131490;387;997027;142;1091415;142
2019;12;1822;3;F;1;9;3;2689779;774;3013279;774;2728453;774;3018999;774
2019;12;1822;3;F;2;1;3;128412590;3483;130572700;3483;125604558;3347;128063829;3347
2019;12;1822;3;F;2;2;3;461562972;32437;490794430;32448;439749018;32122;469578421;32156
2019;12;1822;3;F;2;3;3;386995555;41151;418811261;41227;341599770;38906;372512449;38981
2019;12;1822;3;F;2;4;3;121141605;20569;132205013;20857;106296931;19963;117398318;20157
2019;12;1822;3;F;2;5;3;;;;;;;;
2019;12;1822;3;F;2;6;3;;;;;;;;
2019;12;1822;3;F;2;7;3;651022335;113030;696457290;113084;582727461;113843;639220180;113948
2019;12;1822;3;F;2;8;3;589845277;86462;629727197;86529;420976834;75059;462265184;75110
2019;12;1822;3;F;2;9;3;154938490;37126;166483102;37193;115796373;32302;125810028;32354
2019;12;1823;3;N;1;1;5;3315000;194;3928541;194;3315000;194;3928541;194
2019;12;1823;3;N;1;2;5;933333;181;1270640;181;1000000;194;1361400;194
2019;12;1823;3;N;1;3;5;758000;194;1017693;194;758000;194;1017693;194
2019;12;1823;3;N;1;4;5;;;;;;;;
2019;12;1823;3;N;1;5;5;;;;;;;;
2019;12;1823;3;N;1;6;5;;;;;;;;
2019;12;1823;3;N;1;7;5;;;;;;;;
2019;12;1823;3;N;1;8;5;;;;;;;;
2019;12;1823;3;N;1;9;5;462407240;309407;599621608;309407;466340772;313096;593059720;313096
2019;12;1823;3;N;2;1;5;7340000;387;9563302;387;7340000;387;9657262;387
2019;12;1823;3;N;2;2;5;1820000;194;2320828;194;1820000;194;2320828;194
2019;12;1823;3;N;2;3;5;;;;;;;;
2019;12;1823;3;N;2;4;5;;;;;;;;
2019;12;1823;3;N;2;5;5;;;;;;;;
2019;12;1823;3;N;2;6;5;;;;;;;;
2019;12;1823;3;N;2;7;5;;;;;;;;
2019;12;1823;3;N;2;8;5;;;;;;;;
2019;12;1823;3;N;2;9;5;83473857;40751;113168865;40751;83635849;42428;111259290;42428
2019;12;1824;3;F;1;1;2;;;;;0;0;0;0
2019;12;1824;3;F;1;2;2;33796376;2716;37165201;2716;30081146;2425;33094454;2425
2019;12;1824;3;F;1;3;2;11110560;466;12648617;485;3810992;388;4678205;399
2019;12;1824;3;F;1;4;2;686646;194;822082;202;686646;194;781069;194
2019;12;1824;3;F;1;5;2;;;;;0;0;0;0
2019;12;1824;3;F;1;6;2;;;;;0;0;0;0
2019;12;1824;3;F;1;7;2;1788334;582;2086218;610;2217153;582;2470979;591
2019;12;1824;3;F;1;8;2;;;;;0;0;0;0
2019;12;1824;3;F;1;9;2;14261348;3492;15431298;3531;11470701;2431;12367463;2472
2019;12;1824;3;F;2;1;2;;;;;0;0;0;0
2019;12;1824;3;F;2;2;2;312608604;14510;345271809;14581;298137387;14864;328951990;14913
2019;12;1824;3;F;2;3;2;20819546;2774;23705923;2799;26894779;3427;30793755;3462
2019;12;1824;3;F;2;4;2;108553474;16927;119546221;16945;105993631;17231;119383916;17240
2019;12;1824;3;F;2;5;2;;;;;0;0;0;0
2019;12;1824;3;F;2;6;2;;;;;0;0;0;0
2019;12;1824;3;F;2;7;2;114669586;19697;141951743;20521;122260301;22064;151827316;22812
2019;12;1824;3;F;2;8;2;58339712;9881;66806407;10033;60267862;10366;69143248;10461
2019;12;1824;3;F;2;9;2;229240613;48849;280637749;52965;223024311;48202;270141759;51850
2019;12;1825;3;N;1;1;5;6736368;581;7547426;581;6736368;581;7547426;581
2019;12;1825;3;N;1;2;5;25132428;4838;28089189;4838;25140457;4838;28097218;4838
2019;12;1825;3;N;1;3;5;62831069;15480;70222972;15480;62851142;15480;70243045;15480
2019;12;1825;3;N;1;4;5;5026486;1742;5617838;1742;5028092;1742;5619444;1742
2019;12;1825;3;N;1;5;5;;;;;;;;
2019;12;1825;3;N;1;6;5;;;;;;;;
2019;12;1825;3;N;1;7;5;;;;;;;;
2019;12;1825;3;N;1;8;5;;;;;;;;
2019;12;1825;3;N;1;9;5;150794566;83630;168535132;83630;165122449;85090;183890737;85090
2019;12;1825;3;N;2;1;5;17963648;1355;20126469;1355;17963648;1355;20126469;1355
2019;12;1825;3;N;2;2;5;245331986;55341;274591348;55341;245412279;55341;274671641;55341
2019;12;1825;3;N;2;3;5;150794566;59792;168535132;59792;151274802;59985;169071866;59985
2019;12;1825;3;N;2;4;5;4021189;1742;4494271;1742;4022474;1742;4495556;1742
2019;12;1825;3;N;2;5;5;;;;;;;;
2019;12;1825;3;N;2;6;5;;;;;;;;
2019;12;1825;3;N;2;7;5;;;;;;;;
2019;12;1825;3;N;2;8;5;;;;;;;;
2019;12;1825;3;N;2;9;5;579051133;321346;647174908;321346;586449767;325800;655508831;325800
2019;12;1826;3;F;1;1;2;;;;;;;;
2019;12;1826;3;F;1;2;2;14448602;1845;18993184;1975;15067210;1665;18898860;1729
2019;12;1826;3;F;1;3;2;5052077;900;6826915;928;5103926;900;6776453;905
2019;12;1826;3;F;1;4;2;6572283;1440;7581486;1536;5812631;1260;6616728;1304
2019;12;1826;3;F;1;5;2;;;;;;;;
2019;12;1826;3;F;1;6;2;;;;;;;;
2019;12;1826;3;F;1;7;2;1051244;360;1159278;379;1878400;540;2396722;540
2019;12;1826;3;F;1;8;2;;;;;;;;
2019;12;1826;3;F;1;9;2;10653167;4095;12451235;4441;10290330;3825;12120415;4099
2019;12;1826;3;F;2;1;2;53059521;1080;57532600;1080;53059521;1080;57535366;1080
2019;12;1826;3;F;2;2;2;228850568;20295;282654553;20651;234050010;19845;287536251;20031
2019;12;1826;3;F;2;3;2;124110828;20790;158200800;21862;123940247;20610;157955325;21561
2019;12;1826;3;F;2;4;2;41088886;7830;53067236;8137;39690070;7290;52961932;7511
2019;12;1826;3;F;2;5;2;;;;;;;;
2019;12;1826;3;F;2;6;2;;;;;;;;
2019;12;1826;3;F;2;7;2;256810275;69628;342726364;73971;256450706;66523;341709449;69943
2019;12;1826;3;F;2;8;2;108915462;22050;133789927;23474;103826727;21330;131184248;22659
2019;12;1826;3;F;2;9;2;108132390;41175;130684273;46468;110795221;40500;133346018;45167
2019;12;1827;3;F;1;1;3;;;;;;;;
2019;12;1827;3;F;1;2;3;34852875;2781;40512510;2781;36784785;2908;44741478;2913
2019;12;1827;3;F;1;3;3;31108536;4508;42182626;4508;28836005;4371;39394819;4379
2019;12;1827;3;F;1;4;3;1479284;343;2522238;343;1460919;344;2519639;344
2019;12;1827;3;F;1;5;3;;;;;;;;
2019;12;1827;3;F;1;6;3;;;;;;;;
2019;12;1827;3;F;1;7;3;;;;;;;;
2019;12;1827;3;F;1;8;3;4805627;1084;6883152;1084;6019115;1264;8269720;1264
2019;12;1827;3;F;1;9;3;;;;;;;;
2019;12;1827;3;F;2;1;3;34226528;722;35547708;722;34216022;722;35533192;722
2019;12;1827;3;F;2;2;3;263839020;19986;308444454;20006;261444821;19836;304700851;19846
2019;12;1827;3;F;2;3;3;61794948;7353;78071262;7379;66916682;8103;83787360;8116
2019;12;1827;3;F;2;4;3;10114849;1806;14035182;1843;7931353;1445;11039947;1474
2019;12;1827;3;F;2;5;3;;;;;;;;
2019;12;1827;3;F;2;6;3;;;;;;;;
2019;12;1827;3;F;2;7;3;;;;;;;;
2019;12;1827;3;F;2;8;3;639613864;111171;860820359;111224;627644314;108438;842090208;108502
2019;12;1827;3;F;2;9;3;;;;;;;;
2019;12;1828;3;P;1;1;1;116595417;12661;122737426;12661;115661971;12261;121982371;12261
2019;12;1828;3;P;1;2;1;259339743;39662;274563974;39662;273737435;38886;290317007;38886
2019;12;1828;3;P;1;3;1;14315713;5489;15375045;5489;14443351;5492;15563091;5492
2019;12;1828;3;P;1;4;1;61593441;22059;66057696;22059;63885383;22594;68790033;22611
2019;12;1828;3;P;1;5;1;413583;194;446165;194;413583;194;448254;194
2019;12;1828;3;P;1;6;1;;;;;;;;
2019;12;1828;3;P;1;7;1;;;;;;;;
2019;12;1828;3;P;1;8;1;;;;;;;;
2019;12;1828;3;P;1;9;1;39085754;18244;42189849;18251;36757061;17163;39841395;17171
2019;12;1828;3;P;2;1;1;82464371;8035;86752630;8035;86320939;8383;90846925;8383
2019;12;1828;3;P;2;2;1;269871854;40562;284361922;40562;276060493;39838;291509192;39838
2019;12;1828;3;P;2;3;1;22867414;9069;24596187;9083;21683804;8441;23419685;8453
2019;12;1828;3;P;2;4;1;19742140;6463;21245284;6463;19500690;6353;21092341;6378
2019;12;1828;3;P;2;5;1;417378;194;447662;194;417378;194;449521;194
2019;12;1828;3;P;2;6;1;;;;;;;;
2019;12;1828;3;P;2;7;1;;;;;;;;
2019;12;1828;3;P;2;8;1;;;;;;;;
2019;12;1828;3;P;2;9;1;27310424;11833;29532281;11893;27930943;12020;30201232;12050
2019;12;1829;3;N;1;1;2;7149226;388;8753869;388;7163969;388;8773383;388
2019;12;1829;3;N;1;2;2;5493959;1031;6504761;1031;5409791;1035;6393035;1035
2019;12;1829;3;N;1;3;2;28631557;7081;39040470;7081;29596246;7178;40326477;7178
2019;12;1829;3;N;1;4;2;7939896;3298;9631897;3298;7679798;3298;9402569;3298
2019;12;1829;3;N;1;5;2;;;;;;;;
2019;12;1829;3;N;1;6;2;173440621;88796;211419268;89470;173274057;81888;211066414;81996
2019;12;1829;3;N;1;7;2;;;;;;;;
2019;12;1829;3;N;1;8;2;;;;;;;;
2019;12;1829;3;N;1;9;2;752500;388;891630;388;752500;388;895530;388
2019;12;1829;3;N;2;1;2;9505210;582;11733102;582;9528935;582;11777301;582
2019;12;1829;3;N;2;2;2;1943750;194;2448725;194;1943750;194;2450075;194
2019;12;1829;3;N;2;3;2;45269287;10799;64839837;10804;43455238;10217;63120176;10230
2019;12;1829;3;N;2;4;2;21551701;7805;25997820;7805;20089131;7553;24535124;7553
2019;12;1829;3;N;2;5;2;;;;;;;;
2019;12;1829;3;N;2;6;2;924762325;392567;1120247105;393483;890230896;400374;1086610993;400461
2019;12;1829;3;N;2;7;2;;;;;;;;
2019;12;1829;3;N;2;8;2;;;;;;;;
2019;12;1829;3;N;2;9;2;;;;;;;;
2019;12;1830;3;G;1;1;3;;;;;;;;
2019;12;1830;3;G;1;2;3;51436697;15397;58100443;15539;55776212;15357;62682794;15445
2019;12;1830;3;G;1;3;3;27519165;6998;31646433;7347;28402393;7217;31953486;7234
2019;12;1830;3;G;1;4;3;16508375;5891;20175968;6079;22018856;8735;26144214;8997
2019;12;1830;3;G;1;5;3;;;;;;;;
2019;12;1830;3;G;1;6;3;194546686;43092;211898879;45308;194823806;41934;208117669;42304
2019;12;1830;3;G;1;7;3;492133;148;529317;149;499103;145;534887;145
2019;12;1830;3;G;1;8;3;;;;;;;;
2019;12;1830;3;G;1;9;3;;;;;;;;
2019;12;1830;3;G;2;1;3;7708027;387;8248598;387;7829874;387;8375026;387
2019;12;1830;3;G;2;2;3;1835357;580;2318331;626;1788999;562;2282142;605
2019;12;1830;3;G;2;3;3;7870743;2806;9041536;2923;5690953;2296;6431041;2312
2019;12;1830;3;G;2;4;3;3966251;1139;4539395;1155;5362630;1707;6096202;1743
2019;12;1830;3;G;2;5;3;;;;;;;;
2019;12;1830;3;G;2;6;3;32508314;8576;35748272;9045;30952675;8116;33419782;8238
2019;12;1830;3;G;2;7;3;418990;70;504240;70;416294;68;497865;68
2019;12;1830;3;G;2;8;3;;;;;;;;
2019;12;1830;3;G;2;9;3;;;;;;;;
2019;12;1831;3;N;1;1;5;2564907;194;2783087;194;2564907;194;2783087;194
2019;12;1831;3;N;1;2;5;80833415;13615;91512093;13772;79326799;12791;88890711;12838
2019;12;1831;3;N;1;3;5;117017929;37913;138889546;38481;119892657;38501;141643765;38906
2019;12;1831;3;N;1;4;5;85850678;25113;99295728;25199;83564104;24390;96833251;24449
2019;12;1831;3;N;1;5;5;44907490;20454;63012394;21521;46558551;21037;63346039;21573
2019;12;1831;3;N;1;6;5;0;0;0;0;0;0;0;0
2019;12;1831;3;N;1;7;5;3163608;1517;3851411;1557;3553787;1536;4227284;1560
2019;12;1831;3;N;1;8;5;8109842;3291;9898056;3379;8815466;3588;10578639;3601
2019;12;1831;3;N;1;9;5;1317737247;669351;1593873218;678834;1365870736;687139;1644018204;692273
2019;12;1831;3;N;2;1;5;8016835;582;8916706;582;8113609;582;9016693;582
2019;12;1831;3;N;2;2;5;133409330;15732;148304024;15741;126687886;15583;141329285;15590
2019;12;1831;3;N;2;3;5;304902958;89293;369480090;90545;312416505;90220;377933291;91305
2019;12;1831;3;N;2;4;5;41992801;11353;49033648;11379;43611457;11523;50915382;11537
2019;12;1831;3;N;2;5;5;302383420;135833;418964877;144652;299565860;134444;399289525;138291
2019;12;1831;3;N;2;6;5;0;0;0;0;0;0;0;0
2019;12;1831;3;N;2;7;5;28957488;12563;35160899;12645;29666632;12596;35853744;12635
2019;12;1831;3;N;2;8;5;24562227;9789;30397805;10039;23601349;9325;28688083;9422
2019;12;1831;3;N;2;9;5;332727528;168308;408714331;171358;344329686;172752;421201557;174691
2019;12;1832;3;H;1;1;1;3578000;194;3814434;194;3578000;194;3821722;194
2019;12;1832;3;H;1;2;1;5501280;387;6064576;387;5501280;387;6080324;387
2019;12;1832;3;H;1;3;1;6017000;581;6603060;581;6017000;581;6621857;581
2019;12;1832;3;H;1;4;1;12888597;3096;14961841;3136;12473675;3193;14561001;3222
2019;12;1832;3;H;1;5;1;2254714;1000;2630432;1015;2181397;968;2463928;981
2019;12;1832;3;H;1;6;1;41000787;17438;46929633;17438;40453491;17112;46971773;17261
2019;12;1832;3;H;1;7;1;;;;;;;;
2019;12;1832;3;H;1;8;1;;;;;;;;
2019;12;1832;3;H;1;9;1;2476208;1161;2812885;1161;2476208;1161;2843220;1168
2019;12;1832;3;H;2;1;1;5514000;194;5984633;194;5514000;194;5992027;194
2019;12;1832;3;H;2;2;1;9578200;581;10589781;581;8561954;471;9451688;471
2019;12;1832;3;H;2;3;1;7838861;581;8443491;581;7788861;581;8413201;581
2019;12;1832;3;H;2;4;1;43036660;8720;48777010;8824;43742539;8901;49326680;8946
2019;12;1832;3;H;2;5;1;73944811;37320;114050528;42571;71820758;36559;110174092;42122
2019;12;1832;3;H;2;6;1;126720354;55264;145729087;55388;126819510;55171;147827698;55700
2019;12;1832;3;H;2;7;1;32689023;8998;37719194;9092;32042523;9095;37228589;9175
2019;12;1832;3;H;2;8;1;162175084;54619;250351473;64791;166276415;53729;253231910;64317
2019;12;1832;3;H;2;9;1;9252107;4444;10581709;4484;8847282;4244;10345350;4347
2019;12;1833;3;P;1;1;1;95002475;4752;97171368;4752;104747428;5236;107066950;5236
2019;12;1833;3;P;1;2;1;656583888;64724;685032489;64754;637941990;64064;665946777;64064
2019;12;1833;3;P;1;3;1;31328563;6776;33474609;6833;33664248;6776;35759976;6802
2019;12;1833;3;P;1;4;1;223809442;41976;237244012;42183;256312102;42328;270081033;42367
2019;12;1833;3;P;1;5;1;111644;47;117897;47;111644;47;117897;47
2019;12;1833;3;P;1;6;1;;;;;;;;
2019;12;1833;3;P;1;7;1;2104378;528;2309095;534;2029378;528;2288606;545
2019;12;1833;3;P;1;8;1;;;;;;;;
2019;12;1833;3;P;1;9;1;7224524;2772;7703276;2775;8709169;3080;9282572;3083
2019;12;1833;3;P;2;1;1;203022404;9284;207284833;9284;196093008;8976;200206893;8976
2019;12;1833;3;P;2;2;1;977291586;70326;1011266004;70326;986622309;70854;1020921530;70854
2019;12;1833;3;P;2;3;1;57387174;9592;60605666;9644;64994721;9768;69558109;9955
2019;12;1833;3;P;2;4;1;112276281;19624;119915564;19842;112276281;19624;119915564;19842
2019;12;1833;3;P;2;5;1;;;;;;;;
2019;12;1833;3;P;2;6;1;;;;;;;;
2019;12;1833;3;P;2;7;1;39623071;8712;48790208;9030;43754815;8536;52872620;8754
2019;12;1833;3;P;2;8;1;1121117;176;1180433;176;1121117;176;1180433;176
