EMPRESA_GENERICA;TAMANO_EMPRESA;CATEGORIA;ID_DIVISION;TT;SEXO;GRUPO;RO (ENE);RO (FEB);RO (MAR);RO (ABR);RO (MAY);RO (JUN);HO (ENE);HO (FEB);HO (MAR);HO (ABR);HO (MAY);HO (JUN);RE (ENE);RE (FEB);RE (MAR);RE (ABR);RE (MAY);RE (JUN);HE (ENE);HE (FEB);HE (MAR);HE (ABR);HE (MAY);HE (JUN);C (ENE);C (FEB);C (MAR);C (ABR);C (MAY);C (JUN);NT (ENE);NT (FEB);NT (MAR);NT (ABR);NT (MAY);NT (JUN)
457;3;L;1;33;2;5;24134130;24134130;24389614;24134130;24323166;24399922;6650;6650;6650;6650;6650;6650;13223057;12448583;9687033;13560263;11853508;9593101;2568;2420;1882;2633;2305;1863;37994246;37219772;34713706;38331452;36813733;34630082;35;35;35;35;51;35
457;3;L;1;33;2;9;193140444;193140444;198656904;196634202;193324326;198175030;53770;53770;53770;53770;53770;53770;91848367;94574527;87199841;96655645;102208975;99048766;33447;32281;29977;32959;34582;33784;290268994;292995154;291136928;298570030;300813484;302503979;283;283;283;283;283;283
458;3;L;1;23;1;1;4548434;4548434;1852719;1852719;1852719;1852719;378;378;189;189;189;189;327433;874715;0;0;0;0;27;68;0;0;0;0;4966631;5514083;1904225;1909042;1914004;1911380;2;2;1;1;1;1
458;3;L;1;23;1;2;6908148;7071733;7071733;8705987;8614882;8621313;945;945;945;1134;1134;1134;194919;562824;777034;779575;817377;806375;46;96;130;134;140;138;7270105;7806114;8020396;9720589;9711807;9672592;5;5;5;6;6;6
458;3;L;1;23;1;3;472604;472604;472604;472604;472604;481355;189;189;189;189;189;189;0;0;0;0;0;0;0;0;0;0;0;0;485742;485742;485742;486971;492530;495988;1;1;1;1;1;1
458;3;L;1;23;1;4;11238846;11259468;11387547;12112263;12112273;12112263;3213;3213;3213;3591;3591;3591;263618;383589;476464;4687765;431803;358360;83;137;190;1464;150;148;11812359;11953525;12200930;17153080;13011197;12823675;17;17;17;19;19;19
458;3;L;1;23;2;1;29000550;29038550;30796877;30582817;34196352;35965536;2079;2079;2192;2079;2457;2646;673045;547144;418055;1257443;1387050;1885513;53;47;24;126;116;158;30302792;30216737;31893991;32501966;36365734;38648336;11;11;12;11;14;14
458;3;L;1;23;2;2;2141758;2141758;2141758;2141758;2141758;3489910;284;284;284;284;284;473;128992;109687;0;0;0;112355;25;22;0;0;0;21;2320815;2301510;2191823;2206867;2216660;3689942;2;2;2;2;2;3
458;3;L;1;23;2;3;4185342;4207488;4242783;4225015;4225015;4225015;1134;1134;1134;1134;1134;1134;650508;521868;955575;2179378;899042;855306;210;186;277;528;311;281;4952203;4846324;5325463;6532833;5300052;5208761;6;6;6;6;6;6
458;3;L;1;23;2;4;2659108;2669113;2756456;2716888;2716888;2716888;945;945;945;945;945;945;732021;827457;747036;1413978;615023;710596;264;275;269;607;216;255;3481865;3587537;3600461;4227132;3459231;3523750;5;5;5;5;5;5
458;3;L;1;23;2;7;1903457;2118319;2118319;2118319;2118319;2118319;567;567;567;567;567;567;559175;457491;247385;286877;467293;349709;165;131;77;89;138;105;2519050;2634699;2424593;2469593;2673371;2532425;3;3;3;3;3;3
458;3;L;1;23;2;8;8982579;8452437;8707093;8690504;8690504;8696458;2457;2325;2457;2457;2457;2457;3597886;4148848;3492477;3495604;3528893;3258190;1041;1035;1013;1089;1057;996;12815545;12821627;12426991;12432354;12558822;12201075;13;13;13;13;13;13
458;3;L;1;23;2;9;6738053;6738053;6853448;6805932;6805932;8317098;2079;2079;2079;2079;2079;2646;2038340;1953066;1877321;1971615;1381897;1746955;718;681;647;657;436;580;8963711;8878437;8921295;8984447;8472159;10314052;11;11;11;11;11;14
459;3;L;1;33;1;1;33306172;35160374;34244687;34109866;34064339;34244687;2079;2079;2079;2079;2079;2079;9083995;5803417;6744289;7946286;7806041;7008185;874;533;645;764;728;684;43049538;41623389;41650035;42718851;42601379;41917473;11;11;11;11;11;11
459;3;L;1;33;1;2;424849996;418477181;422030976;430269561;419042549;438381205;42147;41391;41391;43092;45171;42714;46726545;43141517;39380057;43977826;41926472;42537097;4428;3896;3574;4235;4016;4100;483286705;473010130;473329459;487018821;473045407;494262194;223;219;219;228;239;226
459;3;L;1;33;1;3;155701298;156032100;157322353;156289512;152053825;157477473;33453;33642;33453;33453;33831;33453;44240178;37973012;35546983;41703377;41293455;42703541;8142;6880;6399;7977;7728;7877;204823741;198909812;197891293;203827777;199336973;206296198;177;178;177;177;179;177
459;3;L;1;33;1;4;140528345;137839845;140285847;138435482;139032283;145347471;33831;33642;33264;33264;34398;33831;48229643;43853961;39659174;41894962;44095060;46996579;10478;9321;8171;9693;10122;10067;193246087;186149403;184538206;185270578;189264275;198200070;179;178;176;176;182;179
459;3;L;1;33;1;8;569903;555709;569903;562017;566661;562806;189;189;189;189;189;189;474327;518882;430561;390738;453036;414396;21;22;24;47;39;50;1087054;1128751;1050888;1000774;1082114;1026453;1;1;1;1;1;1
459;3;L;1;33;1;9;27304362;27178197;28264399;27757518;27490637;27949909;8316;8316;8316;8316;8316;8316;13433578;11931914;11632221;11913273;13271493;12343081;4795;3867;3595;3960;4373;4089;41607188;39971763;40777321;40531528;42192105;41151239;44;44;44;44;44;44
459;3;L;1;33;2;1;46838752;46884177;46884177;46983849;46505378;46983849;3402;3024;3024;3024;3024;3024;14441856;11528023;8852396;10062323;10254661;9972694;1111;910;726;796;807;813;62235989;59369032;56695714;58007893;57827596;57921257;18;16;16;16;16;16
459;3;L;1;33;2;2;248659837;253348811;253545485;251989723;250508040;260134787;22869;23247;23625;23814;25704;23436;42283805;36976738;34152789;39827001;41311949;40363585;4066;3426;3298;3942;4171;3950;297306260;296760097;294293027;298482951;298518376;307488277;121;123;125;126;136;124
459;3;L;1;33;2;3;73973889;72780209;73730498;75471008;73314825;75479019;11907;11907;12096;12474;12474;12474;42881120;39400683;35548931;33041146;33817787;31967195;4345;4174;3706;5054;4966;4820;119301129;114571731;111781256;110979940;110199846;109940600;63;63;64;66;66;66
459;3;L;1;33;2;4;95707461;95591833;99095525;97610064;95032430;95303991;21546;21735;22113;22113;21546;21735;58572360;54236708;45837319;47150024;47904682;43146967;8227;7325;6071;8528;8551;7873;158029924;153585157;148687012;148416155;147494659;142048280;114;115;117;117;114;115
459;3;L;1;33;2;7;1604426;1570799;1591972;1591972;1614397;1570799;378;378;378;378;378;378;828859;691858;905455;875565;908569;810177;127;94;134;154;142;140;2497135;2338228;2556199;2524147;2613214;2436979;2;2;2;2;2;2
459;3;L;1;33;2;8;96754891;96323181;99409021;99784983;99423403;100841700;24759;24570;24570;24759;24759;24759;65109941;68016230;62602430;58297618;62671653;57228389;7436;6220;5496;8368;8007;8425;167539545;170209137;167812146;163664580;169585256;163589354;131;130;130;131;131;131
459;3;L;1;33;2;9;97972785;98287870;99883116;99522640;98672530;102215138;28539;28539;28539;28539;28539;29295;65129125;63822779;60494407;59604431;63569392;59184803;13518;11478;10530;13451;13715;13676;167769304;166832548;165067534;163609920;168647866;165871479;151;151;151;151;151;155
460;3;L;1;33;1;2;189904071;189749770;191796488;199351375;206418860;209723220;29448;29448;29903;31573;33395;33699;3491396;0;0;160243;2985739;132615;326;0;0;29;254;24;198208418;194483725;196569717;204757785;215013852;215472683;194;194;197;208;220;222
460;3;L;1;33;1;3;17299699;17272898;16690821;15897194;16049690;16541528;8341;8341;7785;7785;7785;7785;628005;0;151481;58613;1306440;167465;174;0;40;7;342;20;18694848;18000807;17506689;16611996;18320850;17420082;45;45;42;42;42;42
460;3;L;1;33;1;4;23052782;23829848;23510886;23549536;23877726;25113481;8447;8635;8447;8447;8447;8635;1631207;153920;936164;2022908;2527582;1819241;323;25;183;366;459;344;25725585;24988848;25446887;26629949;27592503;28039716;45;46;45;45;45;46
460;3;L;1;33;1;5;15086043;15086043;14887767;19985014;22040910;21358652;8135;8135;7946;10784;11919;11162;375610;0;100257;0;27571;0;93;0;40;0;11;0;16121053;15710137;15572444;20872869;23348021;22368667;43;43;42;57;63;59
460;3;L;1;33;2;2;126923291;128542513;127397752;136242803;137992018;134818225;19108;19563;19411;21231;21534;20321;4040846;390690;303432;233409;5579023;505409;336;30;26;20;401;29;134525210;132503198;131221596;140396551;147636275;139154127;126;129;128;140;142;134
460;3;L;1;33;2;3;10853519;11193696;11492712;11193696;11226920;11625608;4636;4821;4821;4821;4821;4821;649408;0;110273;290596;862456;251630;159;0;20;66;203;63;11977789;11659096;12075442;11966105;12713825;12381609;25;26;26;26;26;26
460;3;L;1;33;2;4;17510503;17098890;18081522;18006285;18188892;18646874;4967;4967;5132;5132;5132;5132;1688276;527467;273576;1156299;2601401;445095;318;87;39;230;486;105;20055158;18389623;19167001;19983260;21771699;19918838;30;30;31;31;31;31
460;3;L;1;33;2;5;14667206;13985702;14134937;14917758;15792790;15835307;7379;7190;7190;7568;8136;7938;1129731;455784;330014;575205;985014;778950;273;97;69;137;248;180;16459794;15005234;15022872;16116579;17655759;17297939;39;38;38;40;43;42
460;3;L;1;33;2;9;10328209;10643303;11057981;11614913;12022821;12447579;6055;6244;6433;6811;7000;7000;225972;0;154331;0;154331;0;73;0;40;0;40;0;11003395;11093696;11775349;12119225;12903419;13016024;32;33;34;36;37;37
461;2;M;1;22;1;1;2047956,963;2047956,963;2129541,623;2135852,043;2172224,84;2213742,925;177,9163678;177,9163678;183,0433958;182,8967029;186,8347365;188,5541597;0;0;0;0;0;0;0;0;0;0;0;0;2199332,885;2199332,885;2284437,196;2291137,809;2331434,491;2376682,277;0,954646241;0,954646241;0,981164192;0,953130929;0,978891225;0,978891225
461;2;M;1;22;1;2;38950766;39138963;42007946;43686422;38496882;38359907;6243;6278;5861;6037;5977;6058;0;0;0;0;0;0;0;0;0;0;0;0;43401202;42646942;46831419;49394816;44017974;44220306;43;43;43;43;41;42
461;2;M;1;22;1;3;4059989;4059989;4302025;4303830;4308245;4306606;1122;1122;1122;1122;1122;1122;0;0;0;0;0;0;0;0;0;0;0;0;4666524;4541574;4985067;5148288;5155705;5128687;7;7;7;7;7;7
461;2;M;1;22;1;4;4989079;4399079;4827051;4828917;4833483;4815403;1161;1161;1161;1161;1161;1161;0;0;0;0;0;0;0;0;0;0;0;0;5732788;4962840;5610035;5661956;5661103;5632519;6;6;6;6;6;6
461;2;M;1;22;1;9;3738833;3638833;2007885;2009129;2012173;2011041;968;968;774;774;774;774;0;0;13020;0;101312;81840;0;0;3;0;29;22;4245880;4217538;2449788;2442051;2556361;2518206;5;5;4;4;4;4
461;2;M;1;22;2;1;8262470;8262470;8417629;7608959;8721701;6418188;572;572;572;495;572;439;0;0;0;0;0;0;0;0;0;0;0;0;8724916;8651440;8877520;8110665;9237679;6889622;3;3;3;3;3;3
461;2;M;1;22;2;2;17097799;17097799;19844663;20406565;18500629;18293715;2942;2942;3014;2984;2993;2993;0;0;0;0;0;0;0;0;0;0;0;0;19054260;18632846;22162047;23073289;21109004;20959409;19;19;21;20;20;20
461;2;M;1;22;2;4;3372556;3372556;3494414;3583653;3315184;3594060;968;968;938;938;899;967;0;0;0;0;0;0;0;0;0;0;0;0;3836194;3745880;4012748;4203035;3899125;4182990;5;5;5;5;5;5
461;2;M;1;22;2;9;4347065;4509357;3039860;3171458;2915155;2955043;1053;1161;1079;1105;993;968;255284;0;224463;336322;289103;272590;61;0;56;85;73;67;5111721;5091964;3848548;4086078;3725988;3738508;6;6;6;6;6;6
462;3;M;1;23;1;1;;4000000;4000000;4000000;4003050;4000000;;194;194;194;194;194;;0;0;0;0;0;;0;0;0;0;0;;4125835;4126216;4126642;4130024;4127137;;1;1;1;1;1
462;3;M;1;23;1;2;51699645;47631145;88073760;91244665;88253199;89218753;4774;4625;9887;7566;7233;7683;823062;414000;397165;613416;0;0;67;40;35;61;0;0;54977318;50334029;92535268;96236754;92460910;93520487;34;31;61;57;55;59
462;3;M;1;23;1;4;19198195;18220195;17851043;22800373;21368103;17544973;3695;3942;4571;4654;4223;3780;701035;371297;550329;221305;242485;138244;95;64;50;54;50;26;20888058;19511675;19544638;24115662;22621563;18501338;24;24;29;31;29;24
462;3;M;1;23;2;1;45255498;45255498;48701451;52375000;52413680;52476396;1256;1256;1355;1552;1548;1548;0;0;0;0;0;0;0;0;0;0;0;0;46133879;46097208;49537446;53388136;53429472;53493492;8;8;8;8;9;9
462;3;M;1;23;2;2;67482055;64096391;88072843;85597671;85181588;91289713;4172;4780;6594;7178;7048;8159;93332;62222;1320283;474535;252482;0;12;8;130;65;35;0;70290527;66855319;93145578;89675419;89091163;95171744;34;31;51;45;45;45
462;3;M;1;23;2;3;;;;794159;794159;795012;;;;194;194;194;;;;203835;194055;185304;;;;61;31;30;;;;1048892;1038613;1030268;;;;1;1;1
462;3;M;1;23;2;4;8881512;9901163;10625873;11475661;12576009;14037601;2516;2903;2973;3234;3290;4173;1439353;1853870;2382576;1599283;954075;782056;243;85;400;304;201;174;10777290;12241856;13688007;13721464;14186130;15553760;14;15;17;19;17;23
463;1;M;1;31;1;1;65999462;57854705;61878387;59834210;55730061;54234791;4347;3963;4158;3969;3591;3591;0;0;0;0;0;0;0;0;0;0;0;0;69468158;61038580;65213625;63027791;58610922;57125146;23;21;22;21;19;19
463;1;M;1;31;1;2;262800669;258425902;267387925;277771470;286326686;296898247;27777;27966;28911;29572;30693;32583;0;0;0;0;0;631307;0;0;0;0;0;102;283544451;279219037;288856720;299849689;309295677;321671977;151;152;156;160;167;177
463;1;M;1;31;1;3;11607801;11269801;11833131;11292186;11292186;11292186;2835;2835;2835;2835;2835;2835;0;0;0;0;306315;827841;0;0;0;0;41;133;13350876;13011040;13574673;13033728;13348313;13881014;15;15;15;15;15;15
463;1;M;1;31;1;4;68136907;64752001;72867479;70044025;70280094;67815332;17766;17766;18144;18333;18333;18144;262446;0;0;0;551097;723514;51;0;0;0;153;148;79323744;75545612;84005357;81209895;82064542;79641843;94;94;96;97;97;96
463;1;M;1;31;1;9;6391890;6253440;7665350;6559402;7057865;6915090;2452;2457;2835;2646;2835;2835;0;0;0;0;0;0;0;0;0;0;0;0;7833907;7691719;9337855;8105199;8724859;8567805;14;13;15;14;15;15
463;1;M;1;31;2;1;197275851;181489679;186632308;188124224;192550028;181267014;10395;10395;10406;10584;10773;10395;0;0;0;0;0;695551;0;0;0;0;0;72;205517167;189796039;212958191;196613320;201211763;190304620;55;55;55;56;57;55
463;1;M;1;31;2;2;380869400;351852934;371261765;385841389;389448106;395258823;32846;33224;34263;35302;35302;36720;0;0;0;0;0;1042428;0;0;0;0;0;51;405892336;377048956;397358237;412859054;416400926;424328329;177;179;184;189;189;197
463;1;M;1;31;2;3;23903615;21348155;23438834;23706086;23984886;21728105;3969;3969;3969;3969;3969;3969;0;0;0;0;0;808516;0;0;0;0;0;105;26589153;23964598;26096542;26386061;26672392;25189143;21;21;21;21;21;21
463;1;M;1;31;2;4;29000000;27667661;30017383;28831015;30147867;30159262;6804;6804;6993;7182;7560;7560;0;0;0;0;682396;735616;0;0;0;0;244;220;33229565;31864492;34381405;33202487;35446648;35558405;36;36;37;38;40;40
463;1;M;1;31;2;9;39433479;38677440;41932648;41403059;43581894;42528602;14033;13844;14458;13677;15403;15214;0;0;680577;0;0;1147428;0;0;212;0;0;45;47668589;46849722;51189053;50113869;52761687;52707491;75;74;78;79;83;82
464;3;M;1;33;1;1;274659272;268109827;276740057;277258014;287049979;280357388;20599;20264;21269;20264;20766;20935;0;719873;0;0;0;0;0;67;0;0;0;0;296375799;290421911;299582748;299238822;309928807;302851664;123;121;127;121;124;125
464;3;M;1;33;1;2;421554586;426630889;381605080;410628824;410709680;403170239;52968;53836;50735;50859;50859;50611;470862;682923;357789;188445;66187;182687;62;105;52;30;9;24;478365697;484303709;433962632;465539935;465264977;457466315;427;434;409;410;410;408
464;3;M;1;33;1;3;35013551;33006950;34871253;37963636;40471276;41102606;8623;8443;9341;9521;10060;10419;459619;714001;302290;662581;330368;304835;79;118;57;131;81;76;42288560;40418938;42398728;45778653;48787532;49622979;48;47;52;53;56;58
464;3;M;1;33;1;4;346307696;326655388;320664387;334288801;326617411;322987850;86760;84240;84780;85320;83520;83880;10166517;6583238;6127901;4141775;3091856;2902140;2162;1509;1413;897;701;634;430648600;398172799;392374809;402498726;396518583;390503320;482;468;471;474;464;466
464;3;M;1;33;1;9;5494128;5092023;5274644;6428383;6806524;8420028;3060;2880;3060;3070;3251;4515;0;0;22739;0;40605;38499;0;0;6;0;14;14;7498246;6938679;7258080;8323787;9195108;11537770;17;16;17;17;18;25
464;3;M;1;33;2;1;388097117;383485404;400925643;409435458;405647768;401188421;19412;19049;19050;19231;19775;19050;1020702;334676;701065;476166;425520;308742;124;33;86;60;44;32;414175270;406983138;423980450;432876316;429213161;424148419;107;105;105;106;109;105
464;3;M;1;33;2;2;320224490;311209901;286393104;299651604;310919390;332023526;31596;31397;29708;29509;30503;30602;262867;260502;176479;232808;109632;146176;42;27;28;34;15;20;361406545;351481940;323339711;337893425;350527211;373071132;318;316;299;297;307;308
464;3;M;1;33;2;3;55053061;50762996;51146371;53875870;50730584;51577518;14582;13862;14222;14402;13862;13862;2757767;2037733;2873704;3044413;2112741;2285924;607;383;702;645;464;487;69289313;63557924;65215207;67906247;63871539;64659195;81;77;79;80;77;77
464;3;M;1;33;2;4;249734214;238579293;222888892;239887086;232760481;230769258;47578;45501;44480;46256;46256;45878;6642618;4142959;6509102;5051801;4743237;5305387;1329;819;1235;935;911;1034;296733822;280346892;266445775;281949328;276317572;273796483;252;241;242;245;245;243
464;3;M;1;33;2;9;13167333;13253042;10528177;9930031;9744597;11126369;6127;6127;5941;5384;5198;6127;159191;89670;307677;197818;127195;143556;62;37;111;77;49;54;17713352;17500639;16477848;13764041;13825358;15580630;33;33;32;29;28;33
465;3;M;1;23;1;1;16829499;16829499;16997794;16997794;16997794;16997794;713;713;713;713;713;713;0;0;0;0;0;0;0;0;0;0;0;0;17137164;17161814;17426810;17447597;17428213;17428513;5;5;5;5;5;5
465;3;M;1;23;1;2;169472350;166862337;185249415;188062596;186165531;189522677;14649;14649;15432;15723;15608;15563;0;0;0;0;0;0;0;0;0;0;0;0;176135569;173998488;197146349;202691176;198271849;201628235;110;110;124;132;133;132
465;3;M;1;23;1;3;6123529;6123529;7178739;7714902;7709138;7854842;761;761;865;917;917;875;0;0;0;0;0;0;0;0;0;0;0;0;6374215;6392215;7567570;8267729;8111372;8272382;6;6;6;6;6;6
465;3;M;1;23;1;4;29517494;29538643;29674564;28723667;29609686;29862342;3193;3199;3199;3024;3199;3160;0;0;0;0;0;0;0;0;0;0;0;0;30480255;30523741;30888095;30173788;30782729;31036711;18;18;18;18;18;18
465;3;M;1;23;1;9;3316189;3316189;3184308;2989962;3082981;3367547;1551;1551;1402;1312;1357;1487;0;163312;0;36179;12376;82621;0;37;0;12;5;22;3751944;4045299;3806861;3630535;3703577;4098372;8;8;8;7;7;8
465;3;M;1;23;2;1;21502427;21502427;21717451;21717451;21717451;21717451;744;744;744;744;744;744;0;0;0;0;0;0;0;0;0;0;0;0;21709608;21710179;21925819;21926514;21927052;21927052;4;4;4;4;4;4
465;3;M;1;23;2;2;50475130;50387185;54884811;56538136;58333673;58333673;3136;3496;3658;3699;3733;3724;0;0;0;0;0;0;0;0;0;0;0;0;52184500;52118744;57280672;59396152;60872040;60872040;27;27;33;37;37;37
465;3;M;1;23;2;3;1434338;1434338;1448681;1448681;1448681;1448681;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1527092;1529812;1580197;1600321;1577477;1577477;1;1;1;1;1;1
465;3;M;1;23;2;4;3689887;3741339;3778752;3778752;4678752;4678752;553;559;559;559;753;753;0;0;0;26387;32595;32595;0;0;0;4;5;5;3893626;3933927;4022080;4130980;5001747;5001747;3;3;3;3;4;4
465;3;M;1;23;2;9;6982277;6982277;6731155;6932004;7478977;7478977;2283;2283;2142;2193;2477;2477;0;0;354309;532177;174920;174920;0;0;84;122;38;38;7635119;7820649;8118435;8518678;8748609;8748609;12;12;12;12;13;13
466;3;I;1;33;1;1;3984576;3995762;4007852;4021398;4032930;4037094;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;4256660;4268610;4281525;4295997;4308067;4312763;2;2;2;2;2;2
466;3;I;1;33;1;2;39190472;39927890;36755133;38330717;38430702;37416887;5864;5781;5069;5018;5037;4798;1030330;240931;163279;167172;193914;852508;72;42;27;15;22;70;42384934;42407645;39154210;40494757;40628252;40279001;32;31;35;27;26;26
466;3;I;1;33;1;3;2258626;2165681;2641856;2628842;2572701;2533364;776;776;963;963;944;892;153199;126568;145732;123211;22595;118827;41;35;40;34;6;34;2575470;2467445;3009301;2950807;2791313;2851916;4;4;5;5;5;5
466;3;I;1;33;1;4;37929442;38688022;39575599;40113533;40287070;40233586;7882;8096;7980;7882;7941;7928;3583781;1331723;1653869;1490333;3899303;4728452;484;184;201;167;403;526;43635581;42038804;43356195;43748471;46378055;47197464;42;42;42;43;41;43
466;3;I;1;33;1;7;1210058;1226817;1138509;1261147;1078593;2084638;375;381;356;388;330;653;87190;98647;30272;7816;0;144149;14;16;5;2;0;21;1393472;1429418;1253503;1340996;1182550;2438410;2;2;2;2;2;4
466;3;I;1;33;1;8;446071;446071;446071;446071;446071;446071;142;142;142;142;142;142;0;0;0;0;0;0;0;0;0;0;0;0;488451;488451;488451;488451;488451;488451;1;1;1;1;1;1
466;3;I;1;33;1;9;3323418;3780622;2955776;3676144;3788599;3187462;1119;1157;1164;1164;1157;1157;0;0;0;0;0;0;0;0;0;0;0;0;3512693;3986628;3154132;3892664;4004157;3374699;6;6;6;6;6;6
466;3;I;1;33;2;1;71722368;71923716;72141336;66353067;66526845;68630598;6984;6984;6984;6402;6389;6460;0;0;0;0;0;0;0;0;0;0;0;0;76619870;76834966;77067445;70883930;71069574;73316981;36;36;36;33;33;34
466;3;I;1;33;2;2;185242152;183981093;184730243;188050535;182390545;177012864;26345;26958;26337;25956;25696;25155;4168600;1515603;1940005;1671370;4038637;4768456;595;203;244;200;426;424;200605505;195555819;196925782;200200271;197382665;192082208;139;141;139;137;139;131
466;3;I;1;33;2;3;33656030;33024915;34652512;32774994;32725475;32801701;8083;7999;7920;7617;7681;7403;3387746;2485033;2372296;1967189;1612760;1643124;968;697;658;550;488;468;39908091;37946352;40144022;37701798;37546179;37808558;42;42;42;41;40;39
466;3;I;1;33;2;4;24673605;25607203;24738291;24874377;24813016;23531957;6188;6402;6192;6053;5923;5658;2942978;1797199;1701088;1342861;1624945;2075760;541;323;300;238;293;342;29463701;28855103;28018325;27609833;27854007;26929782;32;33;32;32;32;31
466;3;I;1;33;2;7;270699936;262804994;263527208;285747428;280204967;275682547;75957;75644;75888;75743;76183;76353;14468453;10358074;12571266;11636835;12994768;12055865;3693;2618;2514;2939;3374;3079;332727615;318126580;323534879;345505372;350023629;335317822;405;403;406;399;408;402
466;3;I;1;33;2;8;51098340;52884813;54061349;55740092;54610086;55290202;15306;15377;15714;15499;15539;15589;5673599;5021447;5218905;5951488;4971612;5474378;919;969;998;1107;892;1024;61304421;63213030;64226070;66467857;65596325;65626883;80;81;81;84;82;82
466;3;I;1;33;2;9;22203964;22544699;19516578;23607699;22141344;21600869;7314;7210;7340;7359;7319;7293;0;0;0;0;0;0;0;0;0;0;0;0;23400640;23711394;20725693;24838179;23344991;22786699;39;38;38;38;38;38
467;3;F;1;33;1;2;6121938;6074880;6121938;6121938;6121938;6121938;774;768;774;774;774;774;0;0;0;0;0;0;0;0;0;0;0;0;6421731;6467017;6511245;6492228;6492370;6492440;4;4;4;4;4;4
467;3;F;1;33;1;3;7823308;8204299;9563999;9302366;11639865;11765967;1767;1893;2180;2129;2735;2709;0;0;0;0;0;0;0;0;0;0;0;0;8295366;8692187;10129395;9852847;12333466;12486600;12;13;13;12;16;16
467;3;F;1;33;1;4;7460953;6799120;6922961;7644981;8119491;8045379;1464;1355;1355;1593;1742;1729;0;0;0;0;0;0;0;0;0;0;0;0;7830804;7171734;7293713;8049457;8558418;8483237;9;7;9;9;9;9
467;3;F;1;33;1;7;1067500;816667;1791665;3456250;2454167;3836905;419;316;600;1148;916;1213;74569;5833;19444;111804;130520;86770;20;2;5;25;30;21;1216435;877877;1933644;3791511;2755181;4170491;3;2;7;7;6;9
467;3;F;1;33;1;9;15339377;7501665;5259167;9462500;14815079;19423023;6505;3157;2296;4167;6444;8414;612299;372990;141944;825405;1376229;374061;168;104;39;238;387;103;16843379;8302305;5709014;10890883;17134971;20949888;39;27;14;27;41;54
467;3;F;1;33;2;2;37079215;34992198;36061802;36061802;36777207;36438700;2793;2554;2709;2709;2806;2709;0;0;0;0;0;0;0;0;0;0;0;0;38944228;36524183;37657304;37660232;38418685;38055695;16;14;14;14;15;14
467;3;F;1;33;2;3;54353466;59191362;65231756;70962105;73250635;73719506;8824;9411;10481;11571;12003;12113;683273;597270;528963;777807;1096733;161469;84;75;64;96;132;20;58018080;63268873;69574225;75865909;78629974;78131408;51;51;58;63;64;63
467;3;F;1;33;2;4;8361522;7856367;8241465;8415313;8642557;8203701;1929;1742;1864;1922;1935;1735;0;0;0;0;0;0;0;0;0;0;0;0;8787378;8476930;8787379;8965236;9177364;8692125;11;10;10;10;10;9
467;3;F;1;33;2;5;1604955;1126098;1126098;1126098;1126098;1126098;387;387;387;387;387;387;0;0;0;17360;0;0;0;0;0;4;0;0;1686809;1183530;1183530;1201775;1183530;1183530;2;2;2;2;2;2
467;3;F;1;33;2;7;79019126;115338572;158145727;284959911;342466629;365829227;20347;28780;39406;69805;83531;88081;2314909;3694275;5943544;12975229;27082831;16658989;379;611;950;2141;4403;2700;85783961;125594395;173151489;314510756;390264821;404108867;137;187;272;475;534;581
467;3;F;1;33;2;9;18967627;29999087;49858343;58214670;71038048;74258423;6718;11088;17741;20746;25845;26996;437675;1704758;1878699;2588734;5051989;3738333;99;397;451;613;1144;859;20566046;33609863;54745693;64392701;80633347;82701801;48;83;114;162;169;180
468;3;F;1;33;1;2;35967167;36167580;35800831;32729302;32829034;30580884;2425;2516;2457;2129;2129;1832;0;0;0;0;0;0;0;0;0;0;0;0;38617472;38897259;38664863;35327388;35485748;33000455;14;14;14;13;12;11
468;3;F;1;33;1;3;1662000;1500644;1500644;1500644;1500644;1500644;387;219;219;219;219;219;65834;398086;0;0;0;0;17;78;0;0;0;0;2008299;2129151;2129151;2129151;2129151;2129151;2;2;2;2;2;2
468;3;F;1;33;1;4;4022766;4192498;4189020;4186336;5364993;4087331;968;968;968;864;1064;884;0;0;0;0;0;0;0;0;0;0;0;0;4646040;4864139;4904557;4957049;5956003;4557115;6;6;6;6;6;5
468;3;F;1;33;1;7;5137917;6526894;5065871;4968372;2233448;2064255;1400;1993;1600;1503;890;761;70865;158577;156356;33955;10266;4764;26;66;65;12;5;2;5856483;7531004;5934405;5610843;2620773;2387023;8;11;10;8;6;5
468;3;F;1;33;1;9;6345664;5668343;5823266;4045660;733690;715867;2619;2412;2464;1787;406;387;141564;355041;179945;115705;23921;8213;68;172;87;56;12;4;7620830;7041435;6979834;4762845;895926;852235;17;18;16;13;3;2
468;3;F;1;33;2;1;21591227;21591227;21591227;21591227;21027782;17260892;581;581;581;581;555;387;0;0;0;0;0;0;0;0;0;0;0;0;22853317;22806559;22807680;22808939;22240469;18342618;3;3;3;3;3;2
468;3;F;1;33;2;2;137651881;132331897;120698288;104030479;95161381;86316985;8760;8547;7804;6638;5663;4935;337000;301215;87604;55600;43711;32783;81;84;36;25;20;15;148356307;142818327;130120467;111582212;102007249;93012417;48;46;43;35;30;27
